id,address1,address2,latitude,longitude,has_cardomat,is_open,workload,city
167,"пр. Райымбека, д. 239Г",ТД MAXIMA,43.2641431552,76.8994915668,True,True,"{'text': 'Ожидание до 30 мин', 'type': 'medium'}",Алматы
164,"пр. Сейфуллина, д. 168Б",уг. ул. Котельникова,43.30839,76.94006,False,True,"{'text': 'Ожидание до 30 мин', 'type': 'medium'}",Алматы
178,"пр. Сейфуллина, д. 458",уг. ул. Гоголя,43.2582078420725,76.9327341693113,True,True,"{'text': 'Ожидание до 10 мин', 'type': 'low'}",Алматы
245,"Ташкентский тракт, д. 17к","молл APORT, 1 этаж",43.2337,76.7778,True,True,"{'text': 'Ожидание до 30 мин', 'type': 'medium'}",Алматы
155,"ул. 6-я линия, д. 1/172","в р-не пересечения улиц Толе би и  Ауэзова, напротив магазина ""Sulpak""",43.2514200002,76.9007780761,True,True,"{'text': 'Ожидание свыше 30 мин', 'type': 'high'}",Алматы
123,"ул. Батталханова, д. 5","уг. ул. Титова, ост. ""Пятачок"", возле кафе Максат",43.4149,77.0169,False,True,"{'text': 'Ожидание свыше 30 мин', 'type': 'high'}",Отеген батыр
125,"ул. Бостанова, д. 1/3","уг. ул. Аэродромная, напротив Боралдайского сахарного завода",43.3563768828115,76.862231779098,True,True,"{'text': 'Ожидание до 10 мин', 'type': 'low'}",Боралдай
171,"ул. Жандосова, д. 162а",уг. ул. Берегового,43.2113558179,76.8696709511,False,True,"{'text': 'Ожидание свыше 30 мин', 'type': 'high'}",Алматы
149,"ул. Жандосова, д. 21",уг. ул. Айманова,43.2319106273628,76.8989769289042,True,True,"{'text': 'Ожидание до 10 мин', 'type': 'low'}",Алматы
170,"ул. Кунаева, д. 58",уг. ул. Алимжанова,43.2629684332,76.9495070172,True,True,"{'text': 'Ожидание до 30 мин', 'type': 'medium'}",Алматы
154,"ул. Майлина, д. 224",возле магазина Чайка,43.33388,76.980789,True,True,"{'text': 'Ожидание до 10 мин', 'type': 'low'}",Алматы
163,"ул. Момышулы, д. 40",уг. пр. Абая,43.2191567597688,76.8388948895489,True,True,"{'text': 'Ожидание до 30 мин', 'type': 'medium'}",Алматы
181,"ул. Осипенко, д. 14",напротив ж/д вокзала Алматы-1,43.3398209161204,76.9475756441996,True,True,"{'text': 'Ожидание до 10 мин', 'type': 'low'}",Алматы
50,"ул. Розыбакиева, д. 77",уг. ул. Сатпаева,43.2349271808219,76.8898258221253,True,True,"{'text': 'Ожидание до 10 мин', 'type': 'low'}",Алматы
177,"ул. Тимирязева, д. 32Д",уг. ул. Шашкина,43.2272747571396,76.9294649027453,False,True,"{'text': 'Ожидание до 30 мин', 'type': 'medium'}",Алматы
186,"ул. Тимирязева, д. 40",уг. ул. Ауэзова,43.2255874549645,76.9064823974831,True,True,"{'text': 'Ожидание до 30 мин', 'type': 'medium'}",Алматы
152,"ул. Толе би, д. 130Б",уг. ул. Жумалиева,43.25238,76.91378,False,True,"{'text': 'Ожидание до 10 мин', 'type': 'low'}",Алматы
176,"ул. Толе би, д. 262/93",уг. ул. Туркебаева,43.249899,76.878399,True,True,"{'text': 'Ожидание до 30 мин', 'type': 'medium'}",Алматы
77,"ул. Толе би, д. 272",уг. ул. Тлендиева,43.2490480115323,76.8737780443186,False,True,"{'text': 'Ожидание до 10 мин', 'type': 'low'}",Алматы
158,"ул. Толе би, д. 279Б/1","уг. ул. Утеген батыра, напротив автовокзала Сайран",43.2468080384,76.8591574332,True,True,"{'text': 'Ожидание до 10 мин', 'type': 'low'}",Алматы
168,"ул. Шолохова, д. 6",уг. ул. Акан Серы,43.3338339512756,76.9532538121716,True,True,"{'text': 'Ожидание до 30 мин', 'type': 'medium'}",Алматы
142,"4 мкр-н, д. 2А","ул. Железнодорожная, уг. ул. С.Датова, ост. ""Карачаганск""",51.1638709766607,53.0222766048246,False,True,"{'text': 'Ожидание свыше 30 мин', 'type': 'high'}",Аксай
39,"11А мкр-н, д. 1",,43.6549,51.1614,True,True,"{'text': 'Ожидание до 30 мин', 'type': 'medium'}",Актау
40,"11 мкр-н, д. 58","возле ТД Ынтымак, напротив БЦ Звезда Актау",43.653286,51.152147,True,True,"{'text': 'Ожидание до 10 мин', 'type': 'low'}",Актау
33,"14 мкр-н, д. 58","ЖК Тамшалы, вход со стороны центральной дороги",43.6584405808179,51.1442386785732,False,True,"{'text': 'Ожидание до 10 мин', 'type': 'low'}",Актау
35,"26 мкр-н, д. 25/2","р-н ТЦ Достык, возле фонтана, отдельно стоящее здание за остановкой",43.6631223205225,51.1635458306489,True,True,"{'text': 'Ожидание до 30 мин', 'type': 'medium'}",Актау
38,"27 мкр-н, д. 25, кв. 1","напротив минимаркета ""Аман""",43.6663376937101,51.1653536441803,True,True,"{'text': 'Ожидание свыше 30 мин', 'type': 'high'}",Актау
37,"2 мкр-н, д. 47 Б",напротив ТЦ Шум,43.6380455847232,51.1671406613767,True,True,"{'text': 'Ожидание свыше 30 мин', 'type': 'high'}",Актау
49,"11 мкр-н, д. 112 Г, помещение 108","на пересечении пр. Абылхаир хана и ул. М. Маметовой, ТД Актобе Ажары",50.2809596332,57.19498125,True,True,"{'text': 'Ожидание свыше 30 мин', 'type': 'high'}",Актобе
47,"пр. Абылхаир хана, д. 1","ост. ""Студенческая""",50.3111654311449,57.1469861521138,True,True,"{'text': 'Ожидание до 10 мин', 'type': 'low'}",Актобе
46,"пр. Абылхаир хана, д. 53",возле кафе Стамбул,50.2954,57.15894,False,True,"{'text': 'Ожидание до 10 мин', 'type': 'low'}",Актобе
42,"пр. Абылхаир хана, д. 89","уг. ул. М.Оспанова, ост. ""Сазда""",50.2874133525,57.1771504391,True,True,"{'text': 'Ожидание свыше 30 мин', 'type': 'high'}",Актобе
18,"ул. 101 Стрелковой Бригады, д. 8",возле клиники Куаныш,50.2870224879373,57.1654472797753,True,True,"{'text': 'Ожидание свыше 30 мин', 'type': 'high'}",Актобе
48,"ул. Ахтанова, д. 48/4","уг. ул. Валиханова, ТД Арай-2, рядом с Центральным рынком",50.2813518629682,57.229309597244,True,True,"{'text': 'Ожидание свыше 30 мин', 'type': 'high'}",Актобе
51,"ул. Заводская, д. 43, ВП 63","на пересечении улиц: Жазыкова, Мирзояна и Заводская, м/у отделением Казкоммерцбанка и СШ №13",50.2729174112,57.2323132381,False,True,"{'text': 'Ожидание свыше 30 мин', 'type': 'high'}",Актобе
44,"ул. Кереева, д. 2","уг. ул. Валиханова, ост. ""Привокзальная""",50.2821431254,57.2174204074,True,True,"{'text': 'Ожидание до 10 мин', 'type': 'low'}",Актобе
41,"ул. Маресьева, д. 40","уг. ул. Молодежной, ост. ""Школа №20"", рядом с кафе ""Демалыс""",50.302596639653,57.1474999620185,True,True,"{'text': 'Ожидание до 10 мин', 'type': 'low'}",Актобе
43,"ул. Шернияза, д. 58","уг. ул. Валиханова, ост. ""Акация""",50.2817752815,57.2264386786,False,True,"{'text': 'Ожидание до 10 мин', 'type': 'low'}",Актобе
27,"мкр. Авангард-3, ул. Владимирского, д. 32","уг. ул. Курмангазы, возле магазина Sulpak",47.0935077204939,51.8780058895487,True,True,"{'text': 'Ожидание до 10 мин', 'type': 'low'}",Атырау
31,"пр. Ауэзова, д. 56","возле ТД Сауран, ост. ""Школа""",47.0890123051618,51.9092458012572,False,True,"{'text': 'Ожидание до 10 мин', 'type': 'low'}",Атырау
30,"ул. Баймуханова, д. 3, кв. 52","напротив ТЦ Стамбул Үй Әлемі, рядом c рынком Мурагер, ост. ""Привокзальная""",47.1294,51.9457,False,True,"{'text': 'Ожидание до 10 мин', 'type': 'low'}",Атырау
25,"ул. Баймуханова, д. 66Б","уг. ул. Сатыбалдиева, ТД Лимон, рядом с ж/д вокзалом",47.12836,51.957529,True,True,"{'text': 'Ожидание до 30 мин', 'type': 'medium'}",Атырау
29,"ул. М.Утемисова, д. 98","уг. ул. Абая, рядом с пассажем ""Насиха""",47.1039,51.9285,True,True,"{'text': 'Ожидание до 30 мин', 'type': 'medium'}",Атырау
28,"ул. Сатпаева, д. 32, кв. 67","уг. ул. Тайманова, в р-не площади Исатая-Махамбета",47.104819,51.90397,True,True,"{'text': 'Ожидание свыше 30 мин', 'type': 'high'}",Атырау
32,"ул. С.Датова, д. 11","уг. ул. Махамбета, возле ТД Арын, напротив АЗС Helios",47.0968783274115,51.9279399140155,True,True,"{'text': 'Ожидание до 30 мин', 'type': 'medium'}",Атырау
124,"ул. Алматинская, д. 114/132","уг. ул. Абая, в здании ресторана Шынар",43.3538,77.4655,True,True,"{'text': 'Ожидание до 10 мин', 'type': 'low'}",Есик
34,мкр. Самал,напротив офиса Нур Отан,43.3407049424,52.8670703076,True,True,"{'text': 'Ожидание свыше 30 мин', 'type': 'high'}",Жанаозен
54,"пр. Алашахана, д. 3","ТД Мечта, возле Акимата",47.8039987552056,67.7128655092615,False,True,"{'text': 'Ожидание свыше 30 мин', 'type': 'high'}",Жезказган
52,"ул. Омарова, д. 9","уг. ул. Курманбаева, возле Финансовой Полиции",47.7906132404547,67.7126402331347,True,True,"{'text': 'Ожидание до 10 мин', 'type': 'low'}",Жезказган
55,"ул. Сейфуллина, д. 53, кв. 17","в здании жилого дома, напротив ресторана ""Байтерек"", рядом расположены магазины ""1000 мелочей"" и ""Белый ветер""",47.8011710861338,67.7026570846556,True,True,"{'text': 'Ожидание свыше 30 мин', 'type': 'high'}",Жезказган
196,"ул. Ауэзова, д. 22Г",возле ТД Елдос и отделения Казпочты,40.7767,68.3282,True,True,"{'text': 'Ожидание до 10 мин', 'type': 'low'}",Жетысай
126,"3 мкр-н, д. 6","ул. Абая, уг. ул. Жамбыла, возле магазина Юбилейный",43.8528103013373,77.0565369137799,True,True,"{'text': 'Ожидание свыше 30 мин', 'type': 'high'}",Капчагай
71,"р-н им. Казыбек би, пр. Н.Абдирова, д. 19","ост. ""Детский мир""",49.804749,73.10066,True,True,"{'text': 'Ожидание до 30 мин', 'type': 'medium'}",Караганда
73,"р-н им. Казыбек би, пр. Сакена Сейфуллина, д. 7, кв. 9","р-н супермаркета ЮМА в Михайловке, ост. ""Баня""",49.80633,73.06559,False,True,"{'text': 'Ожидание до 30 мин', 'type': 'medium'}",Караганда
63,"р-н Казыбек би, мкр. Степной-3, д. 8/2","ост. ""Магазин Турист""",49.7894675683422,73.1534363842342,True,True,"{'text': 'Ожидание до 10 мин', 'type': 'low'}",Караганда
61,"р-н Казыбек би, пр. Бухар жырау, д. 63/2","ост. ""45 квартал""",49.7989327758462,73.0899594662698,True,True,"{'text': 'Ожидание до 10 мин', 'type': 'low'}",Караганда
59,"р-н Казыбек би, ул. Алиханова, д. 16","уг. ул. Ерубаева, рядом с Обл. Акиматом",49.8078098301525,73.0906763472212,True,False,,Караганда
64,"р-н Октябрьский, 12 мкр-н, д. 9а","ост. ""Магазин Горняк""",49.8968620528,73.2007335767,True,True,"{'text': 'Ожидание до 30 мин', 'type': 'medium'}",Караганда
65,"р-н Октябрьский, ул. К.Маркса, д. 5/1","ост. ""Восток 1-2""",49.8521358563733,73.1897,True,False,,Караганда
72,"ул. Караменде би, д. 4",р-н рынка Восток,46.8422906599419,74.9748170489601,True,True,"{'text': 'Ожидание свыше 30 мин', 'type': 'high'}",Балхаш
60,"ул. Муканова, д. 3","ост. ""Восстановительный центр""",49.7706690900243,73.1446777361058,True,True,"{'text': 'Ожидание до 10 мин', 'type': 'low'}",Караганда
57,"пр. Абылай хана, д. 66А","уг. ул. Наурызбай батыра, в р-не автостанции",43.2005074898,76.6335753558,True,True,"{'text': 'Ожидание до 10 мин', 'type': 'low'}",Каскелен
58,"ул. Байдибек би, б/н","уг. ул. Абая, возле Акимата",43.22128,76.31421,True,True,"{'text': 'Ожидание до 10 мин', 'type': 'low'}",Узынагаш
56,"ул. Карасай батыра, д. 25","уг. ул. Омаралиева, возле Акимата",43.2001845682508,76.6229915641685,False,True,"{'text': 'Ожидание до 30 мин', 'type': 'medium'}",Каскелен
78,"ул. Абая, д. 128, кв.1","уг. ул. Габдуллина, возле Детской художественной школы, напротив ТД Ника",53.2861802512206,69.3974948809498,False,True,"{'text': 'Ожидание до 10 мин', 'type': 'low'}",Кокшетау
75,"ул. Ауельбекова, д. 115","уг. ул. Менжинского, рядом с ТД Нуртау",53.2836204377943,69.3850316613762,True,True,"{'text': 'Ожидание до 10 мин', 'type': 'low'}",Кокшетау
88,"ул. Жибек Жолы, д. 268","в здании кафе ""Панорама""",43.0454254903186,74.7079541017904,True,True,"{'text': 'Ожидание до 10 мин', 'type': 'low'}",Кордай
85,"9 мкр-н, д. 1, ВП-7","ул. Воинов-интернационалистов, ост. ""Магазин №15""",53.1859892223802,63.6003815668166,True,True,"{'text': 'Ожидание до 30 мин', 'type': 'medium'}",Костанай
84,"пр. Аль-Фараби, д. 119","уг. ул. Майлина, ост. ""Магазин Радуга""",53.2236931893437,63.6134934993291,True,True,"{'text': 'Ожидание до 10 мин', 'type': 'low'}",Костанай
80,"пр. Аль-Фараби, д. 65","уг. пр. Абая, ТЦ ЦУМ",53.211309,63.63693,True,True,"{'text': 'Ожидание до 30 мин', 'type': 'medium'}",Костанай
83,"ул. Алтынсарина, д. 121","уг. ул. Пушкина, ост. ""Спортзал""",53.2154976155,63.6376936402,False,True,"{'text': 'Ожидание свыше 30 мин', 'type': 'high'}",Костанай
79,"ул. Победы, 85","уг. ул. Дулатова, в р-не Центрального рынка",53.2193053688,63.6400791852,True,True,"{'text': 'Ожидание до 30 мин', 'type': 'medium'}",Костанай
96,"пр. Махамбета, д. 18а","(бывший 1 мкр-н), р-н магазина Достык",46.9564054933705,53.9820096312814,True,True,,Кульсары
92,"3 квартал, д. 3","напротив ТД Султан, р-н старого базара",44.8405377545594,65.4855667447031,True,True,"{'text': 'Ожидание до 10 мин', 'type': 'low'}",Кызылорда
89,"пр. Абая, д. 38",уг. ул. Муратбаева,44.8271958925281,65.513256063863,True,True,"{'text': 'Ожидание до 10 мин', 'type': 'low'}",Кызылорда
93,"пр. Абая Кунанбаева, д. 50","уг. ул. Панфилова, рядом с ТД Универсам",44.823375273,65.5161394074,True,True,"{'text': 'Ожидание до 30 мин', 'type': 'medium'}",Кызылорда
94,"ул. А.Токмагамбетова, д. 25",уг. ул. Байсеитовой,44.845052655,65.500223373,False,True,,Кызылорда
91,"ул. Токмагамбетова, д. 1","уг. ул. Казыбек би, рядом с аптекой Доктор Плюс",44.8425883002,65.492864283,True,True,"{'text': 'Ожидание до 10 мин', 'type': 'low'}",Кызылорда
106,"ул. Камзина, д. 166/1","ост. ""Диспетчерская"", напротив ТД Сургут",52.2633360985619,76.9843099914007,False,True,"{'text': 'Ожидание свыше 30 мин', 'type': 'high'}",Павлодар
107,"ул. К.Сураганова, д. 2/2, кв. 1",напротив автовокзала и ж/д вокзала,52.2987,76.9715,False,True,"{'text': 'Ожидание до 10 мин', 'type': 'low'}",Павлодар
104,"ул. Лермонтова, д. 82","уг. ул. 1 Мая, рядом с ТД Манакбай",52.291179,76.95107,True,True,"{'text': 'Ожидание до 10 мин', 'type': 'low'}",Павлодар
103,"ул. Луначарского, д. 9","м/у улиц Сатпаева и Ленина, ост. ""Драмтеатр Чехова""",52.2768,76.9405,True,True,"{'text': 'Ожидание до 10 мин', 'type': 'low'}",Павлодар
90,"ул. Толстого, д. 86","уг. ул. Кутузова, за Домом Оптики",52.27629,76.97069,True,True,"{'text': 'Ожидание до 30 мин', 'type': 'medium'}",Павлодар
105,"ул. Торайгырова, д. 48/1","уг. ул. Дюсенова, ост. ""Славянский центр"", возле ТД Рубикон",52.2966581425387,76.9444744047525,True,True,"{'text': 'Ожидание до 10 мин', 'type': 'low'}",Павлодар
102,"ул. Абая, д. 67, оф. 78",возле магазина Радужный,54.8670312670216,69.1502306111115,False,True,"{'text': 'Ожидание до 10 мин', 'type': 'low'}",Петропавловск
99,"ул. Интернациональная, д. 56","уг. ул. Жабаева, р-н рынка Тайга",54.8683271264949,69.1422589999997,True,True,"{'text': 'Ожидание до 30 мин', 'type': 'medium'}",Петропавловск
98,"ул. Конституции Казахстана, д. 39","уг. ул. Парковая, напротив магазина Каскад",54.8641151884,69.1371614577,True,True,"{'text': 'Ожидание до 30 мин', 'type': 'medium'}",Петропавловск
100,"ул. Мира, д. 134","уг. ул. Абая, напротив ТД Сокол",54.873955607047,69.1388720688278,False,True,"{'text': 'Ожидание до 10 мин', 'type': 'low'}",Петропавловск
3,"ул. 50 лет Октября, д. 60а","уг. ул. Корчагина, ост. ""Бак-бак""",52.968981,63.091538,False,True,"{'text': 'Ожидание до 30 мин', 'type': 'medium'}",Рудный
197,"ул. Майлы кожа, б/н","ост. ""ДОСААФ"", возле букмекерской конторы ""Profit"" и магазина ""Нур""",41.4586,69.1614,False,True,"{'text': 'Ожидание до 10 мин', 'type': 'low'}",Сарыагаш
53,"пр. Сатпаева, д. 119, кв. 2","ост. ""Акимат"", напротив Акимата",47.9073093684916,67.5263216415246,False,True,"{'text': 'Ожидание до 30 мин', 'type': 'medium'}",Сатпаев
116,"ул. Александра Затаевича, д. 31","ост. ""1000 мелочей"", рядом с супермаркетом Семей",50.3928,80.2328,False,True,"{'text': 'Ожидание до 10 мин', 'type': 'low'}",Семей
115,"ул. Валиханова, д. 100/112","уг. ул. Шакарима, ост. ""Агентство"", напротив магазина Черемушки",50.4146,80.253,True,True,"{'text': 'Ожидание до 10 мин', 'type': 'low'}",Семей
112,"ул. Валиханова, д. 100Б","ост. ""ЦУМ"", рядом с детской стоматологией",50.4258,80.242,True,True,"{'text': 'Ожидание до 10 мин', 'type': 'low'}",Семей
113,"ул. Глинки, д. 47а","ост. ""Технический институт"", рядом с магазином Рассвет",50.3981,80.2095,True,True,"{'text': 'Ожидание до 10 мин', 'type': 'low'}",Семей
114,"ул. Засядко, д. 88, кв. 131","ост. ""Рынок"", рядом с ТД Аркада",50.418607,80.252694,False,True,"{'text': 'Ожидание свыше 30 мин', 'type': 'high'}",Семей
127,"ул. Кунаева, б/н","уг. ул. Малькеева, возле супермаркета Small",43.3036313432071,77.2342643730155,True,True,"{'text': 'Ожидание до 10 мин', 'type': 'low'}",Талгар
130,"мкр. Молодежный, д. 40, кв. 2",,44.9999061082,78.3560317659,False,True,"{'text': 'Ожидание до 30 мин', 'type': 'medium'}",Талдыкорган
128,"ул. Абылай хана, д. 141","уг. ул. Жансугурова, возле зд. Гор. прокуратуры",45.0148,78.3879,True,True,"{'text': 'Ожидание до 10 мин', 'type': 'low'}",Талдыкорган
129,"ул. Гали Орманова, д. 5, кв. 1","уг. ул. Тауелсыздык, рядом со зданием СШ №4 им. Горького",45.0179333281499,78.3691053644436,False,True,,Талдыкорган
118,"ЖК Атшабар, д. 1","заезд с ул. Толе би, за гостиницей Жамбыл",42.9018689967,71.3712303128,True,True,"{'text': 'Ожидание до 30 мин', 'type': 'medium'}",Тараз
119,"мкр. Мынбулак, д. 45, кв. 41","(бывш. мкр. 9), ост. ""Самал"", напротив магазина ""Сафият""",42.8823442314,71.3380299325,True,True,"{'text': 'Ожидание свыше 30 мин', 'type': 'high'}",Тараз
120,"пр. Абая, д. 134, кв. 50","уг. ул. Айтеке би, ост. ""30 лет Победы"", напротив Акимата",42.8965459333,71.3776564921,True,True,"{'text': 'Ожидание до 30 мин', 'type': 'medium'}",Тараз
122,"пр. Жамбыла, д. 123","уг. ул. Ниеткалиева, ост. ""Гор. больница"", напротив магазина Магнолия",42.9030346498324,71.3611317705442,True,True,"{'text': 'Ожидание до 10 мин', 'type': 'low'}",Тараз
117,"ул. Казыбек би, д. 142","уг. ул. Койгелды, ост. ""Налоговая"", рядом с охотничьим магазином Маке",42.8978422427048,71.3641541081897,True,True,"{'text': 'Ожидание свыше 30 мин', 'type': 'high'}",Тараз
121,"ул. Привокзальная, д. 7Б","ост. ""ж/д вокзал""",42.8702412234905,71.379432851836,False,True,"{'text': 'Ожидание до 30 мин', 'type': 'medium'}",Тараз
70,"пр. Металлургов, д. 21",в р-не ЦУМа,50.0561430127091,72.9682756339705,True,True,"{'text': 'Ожидание до 30 мин', 'type': 'medium'}",Темиртау
66,"пр. Мира, д. 92а",в р-не Центрального рынка,50.0516446261,72.9625542196,False,True,"{'text': 'Ожидание до 30 мин', 'type': 'medium'}",Темиртау
188,"пр. Тауке Хана, д. 284","уг. ул. Турекулова, возле магазина ""Байтерек""",43.301,68.2617,True,True,"{'text': 'Ожидание свыше 30 мин', 'type': 'high'}",Туркестан
146,"мкр. Женис, д. 21, помещение 10, Лит.Б1","ост. ""6 мкр-н"", возле ТД Клондайк",51.2465815516085,51.4389588769964,True,True,"{'text': 'Ожидание до 30 мин', 'type': 'medium'}",Уральск
143,"пр. Абылхаир хана, д. 157","уг. ул. Циолковского, ост. ""Циолковского""",51.2436864424258,51.4159446943909,False,True,"{'text': 'Ожидание свыше 30 мин', 'type': 'high'}",Уральск
144,"пр. Достык, д. 175А","м/у улиц Досмухамедова и Нурпеисова, ост. ""Типография""",51.2026912771593,51.3704886197225,False,True,"{'text': 'Ожидание до 10 мин', 'type': 'low'}",Уральск
